click_rate,mouse_speed,scroll_depth,time_on_page,form_fills,is_human
3.745071229516849,269.9677718293001,364.96434500512373,21.843848842452182,2,1.0
2.792603548243223,246.23168414563844,471.0962658568964,42.79229978440996,1,1.0
3.9715328071510387,202.9815184960087,341.5160158000077,51.72788933156711,2,1.0
5.284544784612038,167.6531611147213,438.40769407219193,97.7537531468038,2,1.0
2.648769937914996,234.9111656806795,121.27706660924287,71.13106249067516,2,1.0
2.648794564576229,219.67426927108747,542.6587414745877,33.29036861800218,1,1.0
5.368819223261087,244.7596610013866,500.24109507244486,69.72072578835274,2,1.0
4.151152093729364,231.75859008409847,336.58227378636184,29.05392022123269,2,1.0
2.295788421097572,252.47763576596677,631.8491336864811,81.65382107774147,1,1.0
3.813840065378947,173.2382394219716,687.5140275253117,50.57750696364243,1,1.0
2.3048734607813066,265.8697032817163,178.48802712620517,58.12727622521658,2,1.0
2.301405369644615,209.87998023461998,347.45504428675713,86.5159329508438,1,1.0
3.362943407349051,303.76304363126326,346.1715300425403,34.256728628315,2,1.0
0.1300796330133034,165.5406090955216,312.01937977822706,32.057636297740174,1,1.0
0.4126232512304506,286.79819015826246,665.8949683863497,48.328013473079906,1,1.0
2.156568706138541,209.8955391731324,461.2347722454393,80.76757702038634,2,1.0
1.4807533194983642,167.42909981927758,447.09703173787784,29.613078490463153,2,1.0
3.471370998892911,175.80570829728393,99.22752711864928,3.3568880377886217,2,1.0
1.6379638867181836,183.982634590284,627.0836060418453,50.97682283182002,1,1.0
0.8815444479970629,221.20829732009582,252.1483210293055,71.0348159982184,2,1.0
5.198473153382331,226.14177440177497,511.98652605326566,84.00523499477659,2,1.0
2.6613355492701967,171.31499980307106,555.4753875916383,50.73677275829202,2,1.0
3.1012923070318856,198.78227038695087,772.1317191677301,51.77146785767995,2,1.0
0.8628777206798146,307.11351793059316,238.23592017617756,83.07801468511494,2,1.0
2.183425913212226,286.3771585050356,-103.90243116416502,22.605166006091586,1,1.0
3.166383884564799,221.8161834837016,536.769908950739,52.22958449633981,2,1.0
1.2735096338665457,201.90017390841,860.1022363021707,63.80847779850116,2,1.0
3.563547027518508,206.00156633591305,747.7892705878875,68.98437442570068,1,1.0
2.0990419651217924,230.67589863652083,541.9318830549252,49.80386613618235,2,1.0
2.562459375310085,148.86037174007973,401.6727628735905,60.688820234116825,2,1.0
2.097440081655905,187.13117312883276,661.4245193274621,10.23345293174021,2,1.0
5.778417276763406,116.57079630612053,305.2907600591063,46.83503175332304,2,1.0
2.9797541628930992,219.96115613026396,595.2715538712439,69.07017425108936,2,1.0
1.4134336065661495,232.35979698513705,601.0940318333254,40.35411931490641,1,1.0
4.233817368154783,175.84067688503131,712.0419814997759,61.17968443179195,1,1.0
1.1687345250434666,278.6993381645016,1051.9320077822156,68.93745001605396,1,1.0
3.313295392507133,138.71171684988295,578.4831934357534,53.1490159828447,2,1.0
0.06049481418033675,126.78125598950899,398.2072748585002,63.40927541993142,1,1.0
1.0077209266523544,211.2225909279986,494.88513756160114,40.74534869430775,2,1.0
3.2952918538036853,252.35491513060774,146.18481902217633,55.867774406079064,2,1.0
4.107699869993116,284.1963845728934,361.0573737821884,72.20432339178446,2,1.0
3.2570524217849557,177.055786856553,418.1435123773792,63.13945921936868,1,1.0
